country,time,expectancy,linc,infmr,sratio,emiss,ferti
svk,8,76.7387,9.66523036341187,11,94.6964,9.19818,1.38
svk,9,77.101,9.667765219015058,10.6,94.5935,8.1878,1.31
svk,10,77.2973,9.674703121331833,10.2,94.4938,8.11435,1.27
svk,11,77.6552,9.706864211031315,9.8,94.4554,8.60096,1.24
svk,12,77.6928,9.746833742490752,9.5,94.4665,8.54544,1.23
svk,13,77.7899,9.788076701024801,9.1,94.475,8.31823,1.22
svk,14,78.0229,9.840547752762253,8.8,94.5027,8.33339,1.23
svk,15,78.0828,9.899479531138589,8.4,94.5416,8.36026,1.25
svk,16,78.3743,9.977666950710379,8.2,94.5744,8.89296,1.27
svk,17,78.3471,10.077020603297003,7.8,94.6082,9.02937,1.29
svk,18,78.8573,10.132215482144238,7.6,94.6423,9.5859,1.32
svk,19,78.9592,10.079120121179287,7.3,94.7023,8.73192,1.34
svk,20,79.1574,10.119405058758598,7,94.7746,9.10393,1.36
svk,21,79.6677,10.14878390849147,6.8,94.8466,9.20232,1.37
svk,22,79.7533,10.164312170818027,6.5,94.9284,8.54478,1.38
svk,23,79.9783,10.172751039463892,6.3,94.9896,8.71607,1.4
svk,24,80.3102,10.194289752324153,6.1,95.0375,8.46961,1.41
svk,25,80.108,10.221941283654663,5.8,95.1119,8.62901,1.43
svn,0,77.4358,9.873543676163056,8.8,93.1534,7.70758,1.48
svn,1,77.221,9.776222201490253,8.2,93.2038,7.96703,1.42
svn,2,77.5435,9.715952428689286,7.7,93.3663,8.0337,1.37
svn,3,77.4804,9.739791459865339,7.1,93.5436,8.29685,1.33
svn,4,77.7907,9.788076701024801,6.6,93.7216,8.40045,1.29
svn,5,78.3634,9.82498532438117,6.2,93.9026,8.97371,1.27
svn,6,78.9153,9.858490186605392,5.8,94.0774,8.94851,1.25
svn,7,78.9255,9.903987427577778,5.4,94.2458,9.18181,1.24
svn,8,79.1419,9.93788897925346,5.2,94.4187,9.35501,1.22
svn,9,79.4714,9.987828700969878,4.8,94.5881,8.7398,1.21
svn,10,79.9886,10.026589749670112,4.5,94.7424,9.11634,1.21
svn,11,80.4358,10.055349901845375,4.3,94.8774,9.18717,1.21
svn,12,80.6618,10.089552095608918,4.1,95.0647,9.34732,1.22
svn,13,80.4981,10.115772360515463,3.9,95.333,9.32486,1.24
svn,14,81.0803,10.15774209887539,3.7,95.6208,9.30356,1.27
svn,15,81.0654,10.19727594341967,3.5,95.9362,9.53067,1.31
svn,16,81.8595,10.250970378105945,3.3,96.2646,10.40031,1.36
svn,17,81.9816,10.31493473232184,3.2,96.5807,10.61497,1.4
svn,18,82.3158,10.348173373797573,3,96.9051,10.74652,1.44
svn,19,82.2884,10.255551883917176,2.8,97.262,9.76603,1.48
svn,20,82.7344,10.260812285316357,2.7,97.6306,10.10517,1.52
svn,21,82.9102,10.26534902316216,2.6,97.8556,10.92219,1.54
svn,22,82.9619,10.236740326530368,2.4,97.957,9.35014,1.57
svn,23,83.2152,10.224120725127595,2.3,98.0508,9.18723,1.58
svn,24,83.6128,10.225933304924201,2.2,98.1449,8.62345,1.6
svn,25,83.5647,10.233510465477433,2.1,98.4372,8.72795,1.61
swe,0,80.3898,10.341742483467284,5.8,97.6212,9.10855,2.14
swe,1,80.5358,10.299911915992144,5.5,97.6302,9.51574,2.11
swe,2,80.7793,10.299238968456653,5.1,97.64,9.25317,2.08
swe,3,80.7729,10.27539587711545,4.8,97.6549,9.14697,1.98
swe,4,81.3817,10.309952160977376,4.4,97.6616,9.43013,1.88
swe,5,81.4412,10.354563171896345,4,97.6585,9.44195,1.73
swe,6,81.5194,10.367850301891778,3.8,97.6589,9.99348,1.6
swe,7,81.7962,10.392680876175005,3.6,97.6673,9.42612,1.53
swe,8,81.9122,10.423173804734315,3.5,97.6843,9.58359,1.52
swe,9,81.8883,10.45995553418082,3.4,97.7246,9.02473,1.51
swe,10,82.0157,10.508076706114283,3.4,97.7939,9.12949,1.56
swe,11,82.0524,10.517320926376348,3.4,97.8895,8.78649,1.58
swe,12,82.081,10.535822593699315,3.3,98.007,9.01809,1.67
swe,13,82.4169,10.553466237694694,3.2,98.1239,9.46441,1.73
swe,14,82.6585,10.59162219127253,3.1,98.2418,9.55667,1.77
swe,15,82.7452,10.618640813358688,3,98.365,9.31084,1.79
swe,16,82.8969,10.656082191739493,2.8,98.4985,9.44334,1.87
swe,17,82.9431,10.682124119111489,2.7,98.6611,9.69657,1.89
swe,18,83.1173,10.666627104916108,2.6,98.8405,9.18491,1.92
swe,19,83.3208,10.606585063949241,2.5,99.0221,8.02176,1.94
swe,20,83.4644,10.65913993844747,2.5,99.2107,9.04174,1.99
swe,21,83.6671,10.68898599416026,2.4,99.4051,8.50645,1.9
swe,22,83.531,10.690580345938601,2.4,99.6132,8.01342,1.91
swe,23,83.7178,10.697610650436076,2.4,99.833,7.60252,1.92
swe,24,84.0474,10.71663752549077,2.4,100.0509,7.38478,1.92
swe,25,84.0155,10.734220396048636,2.4,100.2723,7.27441,1.91
tgo,0,56.0095,7.349873704738337,90.2,98.7409,0.33079,6.32
tgo,1,55.8418,7.309212365692763,89,98.7762,0.34437,6.2
tgo,2,55.6508,7.234898420314831,87.9,98.8248,0.34548,6.08
tgo,3,55.4764,7.061334366910438,86.8,98.8856,0.36013,5.97
tgo,4,55.3283,7.215975002651466,85.5,98.9474,0.34887,5.86
tgo,5,55.3413,7.226936018493289,84.2,99.0004,0.38441,5.76
tgo,6,55.3266,7.272398392570047,82.8,99.0529,0.37739,5.67
tgo,7,55.4554,7.183111701743281,81.2,99.1048,0.29983,5.59
tgo,8,55.3388,7.1316985104669115,79.6,99.1594,0.40271,5.52
tgo,9,55.5207,7.132497551660044,77.9,99.2255,0.38301,5.46
tgo,10,55.8107,7.085064293952548,76.2,99.2922,0.2942,5.41
tgo,11,55.7213,7.063903961472068,74.4,99.3618,0.31483,5.36
tgo,12,56.1405,7.080867896690782,72.6,99.4402,0.34189,5.32
tgo,13,56.4017,7.104144092987527,70.8,99.5204,0.45099,5.28
tgo,14,56.1233,7.10002716662926,69.1,99.611,0.43386,5.23
tgo,15,56.4853,7.0825485693553,67.4,99.7093,0.51233,5.18
tgo,16,56.5684,7.097548850614793,65.7,99.8146,0.53834,5.12
tgo,17,56.8923,7.095064377287131,64.1,99.9215,0.71896,5.06
tgo,18,56.8448,7.093404625868766,62.5,100.0319,0.60594,5
tgo,19,57.3037,7.106606137727303,60.9,100.1394,0.68277,4.94
tgo,20,57.3645,7.123672785204607,59.3,100.2455,0.71418,4.87
tgo,21,57.986,7.149131598557407,57.9,100.3569,0.67375,4.8
tgo,22,58.0988,7.1808311990445555,56.5,100.465,1.15735,4.73
tgo,23,58.8042,7.20934025660291,55,100.5663,0.96928,4.66
tgo,24,58.9791,7.241366283322318,53.6,100.6587,0.97645,4.59
tgo,25,59.5998,7.273786317844895,52.3,100.7439,0.9837,4.52
tha,0,74.2037,8.776630098427717,30.3,100.0049,1.92327,2.11
tha,1,74.6004,8.845489236753274,28.8,99.7141,2.17598,2.06
tha,2,74.8877,8.91018077801329,27.3,99.4215,2.22629,2
tha,3,75.2747,8.977777598745481,26,99.0697,2.41913,1.96
tha,4,75.5831,9.051344640485725,24.8,98.7118,2.62142,1.91
tha,5,75.7414,9.126958763037132,23.7,98.3955,2.91303,1.87
tha,6,76.4903,9.172430798902962,22.7,98.1114,3.13228,1.82
tha,7,77.0686,9.147294070258548,21.7,97.8056,2.99613,1.78
tha,8,77.2222,9.025936648977904,20.8,97.524,2.24444,1.74
tha,9,76.7385,9.060563446657955,19.9,97.2816,2.4993,1.71
tha,10,76.4322,9.099297073182859,19.1,97.119,2.58795,1.67
tha,11,76.6338,9.113168460223909,18.3,97.043,2.65435,1.64
tha,12,76.9164,9.157572306437528,17.5,96.9908,2.61235,1.62
tha,13,77.1126,9.21632244365373,16.7,96.9371,2.92998,1.6
tha,14,76.9959,9.27049429479593,16,96.8808,3.24236,1.58
tha,15,77.7584,9.307467082706905,15.3,96.8194,3.39289,1.57
tha,16,79.1083,9.350971501715929,14.6,96.7514,3.26863,1.56
tha,17,79.4066,9.396819938918801,14,96.6804,3.24027,1.56
tha,18,79.7291,9.415727201701133,13.4,96.6042,3.3743,1.55
tha,19,80.0524,9.389323027504624,12.9,96.5241,3.41348,1.55
tha,20,80.3583,9.459541457609681,12.5,96.4103,3.71174,1.55
tha,21,80.6682,9.457200449907708,12,96.2638,3.79582,1.54
tha,22,81.0301,9.515616752828915,11.6,96.1165,4.08491,1.53
tha,23,81.3647,9.53892443574839,11.2,95.9658,4.16529,1.52
tha,24,81.7076,9.558882332684727,10.9,95.81,4.12048,1.51
tha,25,82.0297,9.591512787515303,10.5,95.6485,4.11729,1.5
tto,0,70.4011,9.38429367909962,26.9,98.1348,10.72264,2.45
tto,1,71.399,9.423029465386534,26.5,98.1534,10.77378,2.34
tto,2,70.7855,9.41979059615839,26.2,98.1552,11.7773,2.23
tto,3,71.242,9.415727201701133,25.9,98.1593,11.02924,2.13
tto,4,71.3216,9.464207095933233,25.7,98.1448,10.54226,2.04
tto,5,71.6319,9.51044496442652,25.6,98.1292,10.05028,1.96
tto,6,71.9297,9.556055475678573,25.5,98.108,12.49628,1.9
tto,7,70.8722,9.596282813595483,25.5,98.1003,11.60849,1.84
tto,8,71.8659,9.648595302907339,25.4,98.0996,12.30366,1.8
tto,9,70.6681,9.72016549540859,25.4,98.0914,13.25509,1.77
tto,10,71.7613,9.773378867189107,25.3,98.0849,12.39636,1.75
tto,11,72.5393,9.821735050663868,25.3,98.0495,13.54414,1.74
tto,12,73.8631,9.86110183603969,25.1,97.9856,15.72089,1.74
tto,13,72.8238,9.989206427938665,24.7,97.9139,13.04913,1.75
tto,14,74.4892,10.05963623502606,24.3,97.8437,12.55867,1.76
tto,15,74.8137,10.153467757803897,23.8,97.7618,10.22091,1.77
tto,16,74.2045,10.274706221915702,23.3,97.703,5.48272,1.78
tto,17,74.6852,10.317251463458987,22.8,97.6671,11.23224,1.79
tto,18,74.7729,10.346248445387989,22.2,97.6135,10.37932,1.8
tto,19,76.7566,10.300248220014145,21.6,97.5354,16.94725,1.8
tto,20,76.1383,10.29654264056761,21,97.4539,17.41244,1.81
tto,21,76.41,10.266045159633016,20.4,97.3928,15.18378,1.8
tto,22,76.7041,10.27539587711545,19.7,97.3516,15.7327,1.8
tto,23,77.0691,10.286366161971497,19.2,97.3094,18.3839,1.79
tto,24,77.4069,10.30293458831873,18.7,97.254,22.92248,1.78
tto,25,77.9299,10.319562839756308,18.2,97.1675,26.89358,1.77
tun,0,72.4511,8.61286694148452,44.3,101.4199,1.66987,3.48
tun,1,73.0036,8.631235907456897,42.8,101.4011,1.99432,3.28
tun,2,73.0818,8.68609172787805,41.2,101.3829,1.8504,3.09
tun,3,73.707,8.688116703257823,39.6,101.3659,1.95025,2.91
tun,4,74.0522,8.701346403039162,37.8,101.3542,1.84078,2.75
tun,5,74.5201,8.708639655987193,35.9,101.2993,1.87317,2.61
tun,6,74.9351,8.762958920766726,33.9,101.1831,2.11271,2.49
tun,7,75.5366,8.802221746402456,31.9,101.0469,2.31672,2.38
tun,8,75.991,8.836228571526014,29.9,100.8933,2.05357,2.29
tun,9,76.3272,8.881975184248867,28.1,100.7272,1.92782,2.21
tun,10,76.41,8.916640227198839,26.3,100.5595,2.1859,2.14
tun,11,76.4462,8.946374826141717,24.7,100.392,2.01784,2.09
tun,12,76.7289,8.952346543226227,23.3,100.2189,2.06358,2.05
tun,13,77.0087,8.998878325435811,22,100.0354,1.91192,2.02
tun,14,77.2899,9.044049632254756,20.7,99.8274,2.00338,2
tun,15,77.6959,9.071882578828616,19.6,99.6567,1.95935,1.99
tun,16,77.8608,9.11701821474481,18.5,99.5393,2.04352,2
tun,17,78.0525,9.167954655479745,17.5,99.4207,2.04944,2.02
tun,18,78.1308,9.204121072162266,16.6,99.3065,2.26097,2.06
tun,19,78.3264,9.229162126216771,15.7,99.1922,2.20054,2.1
tun,20,78.5604,9.250522161609014,14.9,99.0732,2.35976,2.14
tun,21,78.6666,9.234056898593499,14.2,99.0041,2.23022,2.18
tun,22,78.6626,9.259130536145614,13.6,98.9291,2.16459,2.21
tun,23,78.8112,9.273315171137572,13.1,98.7982,2.29985,2.23
tun,24,78.7741,9.290075339995036,12.6,98.6666,2.34567,2.23
tun,25,78.8565,9.320986892063246,12.1,98.5342,2.44942,2.22
tur,0,71.4096,9.279866434624793,55.8,101.7817,4.14508,3.11
tur,1,71.8707,9.27049429479593,53.1,101.7005,4.17246,3.02
tur,2,72.2382,9.302919553269277,50.5,101.6201,3.86155,2.94
tur,3,72.6646,9.36134324551271,48,101.5401,3.83654,2.87
tur,4,73.0566,9.297435078827116,45.5,101.4634,3.67698,2.81
tur,5,73.423,9.357897936333798,43.1,101.3896,3.89675,2.76
tur,6,73.8492,9.413281215972873,40.8,101.3242,3.70427,2.71
tur,7,74.2175,9.471164990258082,38.5,101.2717,3.94702,2.66
tur,8,74.578,9.478074806618269,36.3,101.2314,3.88666,2.61
tur,9,73.9928,9.42867236629317,34.2,101.2069,3.66937,2.56
tur,10,75.274,9.479603858903946,32.1,101.1876,4.09268,2.5
tur,11,75.6232,9.406729185981574,30.2,101.1645,3.45035,2.45
tur,12,75.9438,9.451716691551452,28.3,101.1382,3.68229,2.4
tur,13,76.252,9.489486113405677,26.5,101.1061,3.84767,2.35
tur,14,76.5643,9.565213693968287,24.8,101.0722,4.17226,2.31
tur,15,76.8665,9.632334782035558,23.2,101.0385,4.4359,2.27
tur,16,77.1243,9.685953239986429,21.7,101.006,4.65271,2.24
tur,17,77.4417,9.718963572186974,20.2,100.9762,5.20288,2.21
tur,18,77.6904,9.713536968577682,18.9,100.9473,5.06094,2.19
tur,19,77.9882,9.651172623921639,17.6,100.9187,4.79637,2.17
tur,20,78.2205,9.726750374036074,16.4,100.892,5.05558,2.16
tur,21,78.1435,9.798127036878302,15.3,100.8631,5.28168,2.14
tur,22,78.8378,9.806976652155285,14.2,100.8317,5.32783,2.12
tur,23,79.3976,9.827685839119846,13.2,100.8049,5.2862,2.11
tur,24,79.6233,9.839482222560216,12.3,100.781,5.34401,2.09
tur,25,79.7873,9.859013062434299,11.6,100.7536,5.46438,2.07
tza,0,53.5135,6.975413927455952,100.4,97.8322,0.13595,6.21
tza,1,53.427,6.967909201801884,99.6,97.7063,0.13964,6.15
tza,2,53.1059,6.945051063725834,98.9,97.5725,0.13237,6.08
tza,3,52.8266,6.923628628138427,98.1,97.7326,0.1411,6.01
tza,4,52.8161,6.901938393660572,97.1,98.2046,0.12959,5.95
tza,5,52.576,6.905853471692541,95.8,98.3801,0.13842,5.88
tza,6,52.3762,6.930494765951626,93.8,98.0109,0.1275,5.83
tza,7,51.9361,6.899723107284872,91.4,97.7419,0.1458,5.78
tza,8,52.0533,6.910750787961936,88.2,97.7377,0.13787,5.74
tza,9,53.0206,6.920671504248683,84.5,97.7386,0.14107,5.71
tza,10,53.5161,6.946013991099227,80.3,97.807,0.14618,5.69
tza,11,54.3713,6.982862751468942,75.9,97.8101,0.15234,5.68
tza,12,55.0856,7.029972911706386,71.4,97.7504,0.16191,5.67
tza,13,56.0611,7.063903961472068,67,97.6643,0.1721,5.66
tza,14,56.7444,7.108244139731541,62.7,97.5544,0.18442,5.65
tza,15,57.4325,7.154615356913663,58.7,97.4564,0.21,5.64
tza,16,58.184,7.192182058713246,55.2,97.3638,0.23461,5.62
tza,17,58.8823,7.232733136177615,51.5,97.2747,0.21864,5.58
tza,18,59.4398,7.275864600546533,48.3,97.151,0.24521,5.54
tza,19,60.2233,7.304515946460155,45.6,96.8996,0.2427,5.49
tza,20,61.9145,7.3427791893318455,42.4,96.6932,0.25993,5.43
tza,21,63.0822,7.3752557780097545,40.4,96.6397,0.30017,5.36
tza,22,64.2176,7.418780882750794,38.8,96.6293,0.33779,5.29
tza,23,65.3165,7.456454555176209,37.6,96.6721,0.39907,5.22
tza,24,66.2738,7.496097345175956,36.2,96.7342,0.39519,5.15
tza,25,67.0295,7.534228326274089,35.2,96.9203,0.38993,5.08
uga,0,48.992,6.551366008520565,111.4,95.1419,0.08738,7.09
uga,1,48.7894,6.52795791762255,109.3,95.1819,0.08612,7.08
uga,2,48.6951,6.525029657843462,106.8,95.2461,0.08689,7.07
uga,3,48.381100000000004,6.570742896508415,104.5,95.3331,0.09325,7.06
uga,4,48.6372,6.598236511921182,102.5,95.4188,0.08497,7.04
uga,5,48.8498,6.684111602626245,101,95.4713,0.09815,7.02
uga,6,49.0994,6.740519359606223,99.6,95.518,0.08244,6.99
uga,7,49.2993,6.762266972233531,98.1,95.5739,0.08964,6.97
uga,8,49.6009,6.779353564177613,96,95.6337,0.12148,6.94
uga,9,50.1859,6.82078026496773,93.4,95.7009,0.12193,6.9
uga,10,50.6204,6.838405200847344,90,95.7691,0.0993,6.87
uga,11,51.0925,6.855619524561608,86,95.8447,0.11725,6.82
uga,12,51.5779,6.8898967606808235,81.6,95.9345,0.09996,6.77
uga,13,51.9134,6.900428503595676,76.9,96.044,0.11379,6.72
uga,14,52.8324,6.923628628138427,72.2,96.1725,0.11493,6.65
uga,15,54.2689,6.955592608396297,67.6,96.3077,0.12764,6.58
uga,16,55.8848,7.013915474810528,63.4,96.433,0.14978,6.51
uga,17,56.7189,7.063903961472068,59.2,96.5537,0.15037,6.42
uga,18,57.3374,7.1049654482698426,55.4,96.6772,0.1622,6.34
uga,19,58.183,7.141245122350491,52.3,96.7949,0.18186,6.25
uga,20,58.7678,7.1631723908466425,49.5,96.9072,0.18826,6.15
uga,21,59.7219,7.195937226475569,46.3,97.0176,0.19142,6.06
uga,22,60.7603,7.190676034332207,42.5,97.1189,0.19053,5.96
uga,23,61.8482,7.2167094867094574,41.6,97.2094,0.19105,5.87
uga,24,62.259,7.246368080102461,39.1,97.3085,0.20086,5.78
uga,25,63.0054,7.27931883541462,37.7,97.4176,0.20446,5.68
ukr,0,74.4577,9.268609280100158,16.7,85.994,7.56985,1.81
ukr,1,73.9756,9.175024026848615,16.7,86.1346,7.03462,1.74
ukr,2,73.7789,9.068085324395312,16.8,86.3033,8.29967,1.66
ukr,3,73.0568,8.914626127827137,17,86.4143,6.9735,1.58
ukr,4,72.825,8.659386957119413,17.3,86.4618,5.032,1.49
ukr,5,72.6395,8.536799721055155,17.5,86.4761,4.09646,1.41
ukr,6,72.9208,8.44009614103127,17.5,86.4412,4.50993,1.34
ukr,7,73.2192,8.418256443556213,17.4,86.4039,4.30485,1.27
ukr,8,73.734,8.407824654360873,17,86.3781,3.67319,1.22
ukr,9,73.5922,8.414717399827001,16.5,86.3377,4.39254,1.17
ukr,10,73.5053,8.481980435660493,15.8,86.2536,3.97947,1.15
ukr,11,73.817,8.580167990577626,15.1,86.1326,4.7869,1.14
ukr,12,73.908,8.640118538253535,14.3,86.0179,4.75234,1.15
ukr,13,73.79,8.738094230177667,13.6,85.9412,4.31764,1.17
ukr,14,74.1749,8.859931469616097,13,85.8541,4.15578,1.2
ukr,15,74.0153,8.893160828735379,12.5,85.7327,4.74062,1.25
ukr,16,74.3695,8.972083182851925,12,85.6301,4.98275,1.3
ukr,17,74.5093,9.051344640485725,11.6,85.5519,5.53093,1.34
ukr,18,74.7118,9.080003870248179,11.1,85.4899,5.57711,1.38
ukr,19,75.2713,8.924789360533357,10.6,85.4927,5.01736,1.42
ukr,20,75.3914,8.96890555068972,10.1,85.5612,5.39012,1.45
ukr,21,76.0569,9.023408202624545,9.6,85.6506,5.90458,1.47
ukr,22,76.2746,9.0280988119824,9.1,85.7865,6.00352,1.49
ukr,23,76.4556,9.030376034755907,8.6,85.932,6.03001,1.5
ury,0,77.2361,9.24377514806242,20.3,95.3071,1.63636,2.52
ury,1,77.4309,9.264828557260252,19.6,95.1736,1.78148,2.51
ury,2,77.6251,9.329899607033822,19.1,95.0414,1.96854,2.49
ury,3,77.8255,9.353574540062091,18.9,94.9087,1.78216,2.47
ury,4,78.039,9.400133943608838,18.5,94.777,1.69445,2.44
ury,5,78.2728,9.372459221452617,18,94.6447,1.8925399999999999,2.4
ury,6,78.5262,9.414912537704957,17.5,94.5135,2.29382,2.36
ury,7,78.7887,9.455636727931525,16.8,94.3845,2.51678,2.33
ury,8,79.0532,9.494014423030425,16,94.2539,2.67492,2.29
ury,9,79.3081,9.459541457609681,15.3,94.1208,2.979,2.27
ury,10,79.5465,9.440658127038393,14.6,93.9703,2.50338,2.24
ury,11,79.7607,9.400133943608838,14.1,93.7888,2.29874,2.22
ury,12,79.9489,9.277999020449997,13.7,93.5873,1.81495,2.21
ury,13,80.1186,9.294681520409934,13.3,93.3848,1.93176,2.19
ury,14,80.2628,9.400960731584833,12.8,93.2014,2.28829,2.17
ury,15,80.3762,9.459541457609681,12.4,93.1069,2.42461,2.16
ury,16,80.4883,9.49702194409438,12,93.0942,2.62603,2.14
ury,17,80.5802,9.557469903071384,11.5,93.0969,2.56851,2.13
ury,18,80.6754,9.623773649733524,11.2,93.1134,3.22089,2.11
ury,19,80.7762,9.644716823578767,11,93.1388,3.0265,2.09
ury,20,80.8967,9.726153537253213,10.6,93.1696,3.0183,2.08
ury,21,81.0323,9.777924329560783,10.3,93.2061,3.40929,2.06
ury,22,81.1651,9.813015649372053,10,93.2494,3.99565,2.05
ury,23,81.2801,9.85114107216392,9.5,93.2996,3.79084,2.03
ury,24,81.3598,9.87508807801443,9.1,93.3584,3.63333,2.02
ury,25,81.3861,9.90098442231801,8.7,93.4313,3.54059,2.01
usa,0,78.8429,10.531562736352358,9.4,95.9088,20.2434,2.07
usa,1,78.9661,10.51542467767053,9.1,96.0256,19.89975,2.06
usa,2,79.1797,10.535291102855021,8.8,96.1471,19.99137,2.04
usa,3,78.9318,10.550328980219563,8.5,96.245,20.2892,2.02
usa,4,79.0535,10.578470762468402,8.2,96.33,20.48492,2
usa,5,79.0853,10.59162219127253,8,96.42,20.51509,1.98
usa,6,79.2221,10.616682428399852,7.7,96.5087,20.90171,1.98
usa,7,79.3787,10.648277966247912,7.5,96.5983,20.98326,1.97
usa,8,79.4332,10.679135954607817,7.3,96.7065,21.27404,2
usa,9,79.3487,10.714862114460724,7.2,96.8431,21.67852,2.01
usa,10,79.43,10.744407977385507,7.1,96.9697,22.21717,2.05
usa,11,79.5217,10.745270232235221,7,97.0388,21.68015,2.03
usa,12,79.5898,10.753852134294116,6.9,97.0403,21.86888,2.02
usa,13,79.7145,10.770377934115157,6.8,97.0277,21.89951,2.05
usa,14,80.0754,10.795280652809883,6.9,97.0496,22.32807,2.06
usa,15,80.0935,10.816171788816172,6.8,97.0816,22.21465,2.06
usa,16,80.3614,10.832891923555666,6.7,97.1018,22.02046,2.11
usa,17,80.6025,10.842322248845178,6.6,97.1033,21.9369,2.12
usa,18,80.6492,10.829332497215095,6.5,97.0927,20.83842,2.07
usa,19,80.9874,10.785186839640664,6.4,97.0777,19.03387,2
usa,20,81.1662,10.804867671674529,6.3,97.0634,19.56152,1.93
usa,21,81.1823,10.815770263012745,6.1,97.1498,19.27695,1.9
usa,22,81.31,10.836242010440948,6.1,97.3274,18.42623,1.9
usa,23,81.3302,10.84778248081988,5.9,97.4953,18.64025,1.96
usa,24,81.4136,10.867424937877637,5.7,97.6514,18.65449,1.95
usa,25,81.2957,10.888744488875005,5.6,97.7936,18.10432,1.93
ven,0,73.8571,9.591512787515303,24.7,100.5114,4.3865,3.45
ven,1,74.3929,9.645364282325891,23.9,100.5317,4.22839,3.37
ven,2,74.347,9.69214904667168,23.3,100.5534,3.96879,3.29
ven,3,74.6713,9.673445259530762,22.9,100.5677,4.31723,3.22
ven,4,74.7287,9.612466578818832,22.6,100.5637,4.20701,3.15
ven,5,74.9288,9.615138591096644,22.1,100.5534,4.25314,3.08
ven,6,74.8315,9.593559871137028,21.5,100.5496,3.70033,3.02
ven,7,75.5333,9.638219074921247,20.8,100.5463,4.08797,2.97
ven,8,75.7746,9.623112055266786,20,100.5314,4.86397,2.92
ven,9,75.3762,9.543234787249512,20.2,100.5059,2.05194,2.87
ven,10,76.1451,9.563107691083898,18.5,100.461,1.84397,2.82
ven,11,75.2257,9.581214035314728,17.9,100.3817,2.37467,2.78
ven,12,76.3779,9.471164990258082,17.4,100.3037,2.13156,2.74
ven,13,75.8802,9.374158457205578,16.9,100.2316,4.24156,2.7
ven,14,76.3189,9.529521111487334,16.4,100.1535,3.61006,2.66
ven,15,76.6741,9.60911649193355,15.9,100.0771,4.13242,2.63
ven,16,76.8858,9.689675328650802,15.4,99.986,3.97214,2.6
ven,17,77.2872,9.757305042358047,15,99.8791,4.23869,2.56
ven,18,76.9105,9.792555991828847,14.7,99.7523,4.87082,2.53
ven,19,76.9592,9.743905482711662,14.5,99.6194,5.62313,2.5
ven,20,77.1395,9.712932190815069,14.3,99.505,5.85748,2.47
ven,21,77.1003,9.738612909345894,14.1,99.4041,5.36242,2.44
ven,22,77.4163,9.777924329560783,13.8,99.2999,6.11579,2.42
ven,23,77.3229,9.772239265926174,13.5,99.1994,5.73268,2.39
ven,24,77.0745,9.751501195538246,13.2,99.1048,5.70038,2.37
ven,25,77.2179,9.726153537253213,12.9,99.0057,5.23098,2.34
vnm,0,73.6967,7.261225091971921,36.6,95.3533,0.33058,3.55
vnm,1,74.451,7.29776828253138,35.4,95.4172,0.32329,3.42
vnm,2,74.5968,7.362010551259734,34.3,95.4736,0.31868,3.26
vnm,3,75.4129,7.421177528595393,33.1,95.5147,0.34472,3.09
vnm,4,75.5818,7.487733761436444,32,95.5415,0.37717,2.9
vnm,5,76.2512,7.562161631225652,30.9,95.5756,0.40702,2.71
vnm,6,76.3482,7.635786861395585,29.9,95.6199,0.48471,2.53
vnm,7,76.3789,7.699389406256737,28.9,95.6684,0.58007,2.36
vnm,8,76.7612,7.741967899820685,27.9,95.7266,0.5945,2.21
vnm,9,77.0233,7.775695749915245,27,95.7444,0.53673,2.1
vnm,10,77.1135,7.828834527588089,26.1,95.7942,0.59218,2.01
vnm,11,77.3091,7.8838232148921525,25.3,95.9242,0.66862,1.95
vnm,12,77.504,7.940939762327791,24.6,96.0601,0.77732,1.92
vnm,13,77.7184,8.000349495324684,23.9,96.1956,1.0034,1.9
vnm,14,77.9189,8.064636475774222,23.2,96.3309,1.11242,1.89
vnm,15,77.988,8.134760782418645,22.6,96.4699,1.1765,1.89
vnm,16,78.0596,8.201385955238608,22,96.6094,1.2585,1.9
vnm,17,78.2115,8.270781013162674,21.4,96.7452,1.33271,1.91
vnm,18,78.2366,8.31996102188653,20.8,96.8742,1.5082,1.92
vnm,19,78.2656,8.360071435644025,20.3,96.9706,1.58221,1.94
vnm,20,78.2636,8.413608875159667,19.8,97.0372,1.74277,1.95
vnm,21,78.4146,8.458928283284262,19.3,97.1027,1.82824,1.95
vnm,22,78.4221,8.499640032168648,18.8,97.1715,1.74795,1.96
vnm,23,78.4783,8.542080906924017,18.3,97.2422,2.00595,1.96
vnm,24,78.5927,8.58615939588096,17.8,97.3099,2.11292,1.96
vnm,25,78.6565,8.631057447565285,17.3,97.3702,2.15673,1.96
zaf,0,66.7118,9.081483749851179,47.4,94.9531,5.59923,3.65
zaf,1,66.9448,9.050171619823361,46.7,95.0733,5.74036,3.53
zaf,2,67.0665,9.008713664124222,46.4,94.4897,5.03896,3.41
zaf,3,66.8319,8.999989642460726,46.6,93.2442,5.00598,3.29
zaf,4,66.1888,9.014325488050225,47.2,92.1075,5.24959,3.2
zaf,5,65.749,9.03145291191651,48.2,91.0352,5.28443,3.11
zaf,6,64.7206,9.060331104649475,49.4,89.9891,5.13572,3.04
zaf,7,63.8277,9.073374516903025,50.9,89.6412,5.19905,2.97
zaf,8,62.8832,9.064620717626777,52.2,89.8744,4.96181,2.92
