,CNH,CNY,Basis
11/17/2023,7.2171,7.2111,-0.006
11/20/2023,7.1647,7.168,0.0033
11/21/2023,7.1423,7.1352,-0.0071
11/22/2023,7.1649,7.155,-0.0099
11/23/2023,7.1488,7.1455,-0.0033
11/24/2023,7.1484,7.1488,0.0004
11/27/2023,7.1592,7.1528,-0.0064
11/28/2023,7.132,7.1463,0.0143
11/29/2023,7.142,7.13,-0.012
11/30/2023,7.1433,7.136,-0.0073
12/1/2023,7.1228,7.1386,0.0158
12/4/2023,7.1474,7.1424,-0.005
12/5/2023,7.1724,7.1463,-0.0261
12/6/2023,7.173,7.159,-0.014
12/7/2023,7.1634,7.1505,-0.0129
12/8/2023,7.1854,7.1645,-0.0209
12/11/2023,7.1929,7.1755,-0.0174
12/12/2023,7.1933,7.1755,-0.0178
12/13/2023,7.1365,7.1725,0.036
12/14/2023,7.1239,7.1088,-0.0151
12/15/2023,7.1345,7.1179,-0.0166
12/18/2023,7.1421,7.1335,-0.0086
12/19/2023,7.1219,7.1287,0.0068
12/20/2023,7.1497,7.1355,-0.0142
12/21/2023,7.1415,7.1381,-0.0034
12/22/2023,7.153,7.1315,-0.0215
12/25/2023,7.146,7.1361,-0.0099
12/26/2023,7.1409,7.1432,0.0023
12/27/2023,7.1515,7.1405,-0.011
12/28/2023,7.1185,7.108,-0.0105
12/29/2023,7.1252,7.0978,-0.0274
1/1/2024,7.124,7.0978,-0.0262
1/2/2024,7.1503,7.1426,-0.0077
1/3/2024,7.1637,7.1497,-0.014
1/4/2024,7.1765,7.1589,-0.0176
1/5/2024,7.1657,7.1395,-0.0262
1/8/2024,7.1611,7.154,-0.0071
1/9/2024,7.1834,7.1684,-0.015
1/10/2024,7.1823,7.1711,-0.0112
1/11/2024,7.1737,7.167,-0.0067
1/12/2024,7.1893,7.1665,-0.0228
1/15/2024,7.1833,7.1711,-0.0122
1/16/2024,7.2179,7.1902,-0.0277
1/17/2024,7.2214,7.196,-0.0254
1/18/2024,7.2149,7.1961,-0.0188
1/19/2024,7.2015,7.1931,-0.0084
1/22/2024,7.1926,7.192,-0.0006
1/23/2024,7.1659,7.172,0.0061
1/24/2024,7.1607,7.1515,-0.0092
1/25/2024,7.1799,7.169,-0.0109
1/26/2024,7.1868,7.1763,-0.0105
1/29/2024,7.1866,7.1799,-0.0067
1/30/2024,7.187,7.1755,-0.0115
1/31/2024,7.1849,7.1673,-0.0176
2/1/2024,7.1869,7.1799,-0.007
2/2/2024,7.2148,7.192,-0.0228
2/4/2024,7.2141,7.192,-0.0221
2/5/2024,7.2191,7.1982,-0.0209
2/6/2024,7.2012,7.1908,-0.0104
2/7/2024,7.2124,7.1942,-0.0182
2/8/2024,7.2146,7.1965,-0.0181
2/9/2024,7.2178,7.1929,-0.0249
2/12/2024,7.2138,7.1929,-0.0209
2/13/2024,7.2306,7.1929,-0.0377
2/14/2024,7.2221,7.1929,-0.0292
2/15/2024,7.2169,7.1929,-0.024
2/16/2024,7.2115,7.1929,-0.0186
2/19/2024,7.2108,7.1975,-0.0133
2/20/2024,7.2005,7.1905,-0.01
2/21/2024,7.1982,7.1891,-0.0091
2/22/2024,7.2008,7.1944,-0.0064
2/23/2024,7.2039,7.1952,-0.0087
2/26/2024,7.2098,7.1971,-0.0127
2/27/2024,7.2131,7.1977,-0.0154
2/28/2024,7.2127,7.1976,-0.0151
2/29/2024,7.2065,7.1877,-0.0188
3/1/2024,7.2087,7.196,-0.0127
3/4/2024,7.2088,7.1987,-0.0101
3/5/2024,7.2107,7.1965,-0.0142
3/6/2024,7.2096,7.1971,-0.0125
3/7/2024,7.1997,7.1926,-0.0071
3/8/2024,7.1998,7.1855,-0.0143
3/11/2024,7.1794,7.182,0.0026
3/12/2024,7.1865,7.18,-0.0065
3/13/2024,7.1928,7.1861,-0.0067
3/14/2024,7.2019,7.1932,-0.0087
3/15/2024,7.2054,7.1954,-0.01
3/18/2024,7.2054,7.1981,-0.0073
3/19/2024,7.2115,7.1991,-0.0124
3/20/2024,7.2103,7.1992,-0.0111
3/21/2024,7.2205,7.1993,-0.0212
3/22/2024,7.2747,7.2293,-0.0454
3/25/2024,7.2523,7.2102,-0.0421
3/26/2024,7.2483,7.2176,-0.0307
3/27/2024,7.2538,7.227,-0.0268
3/28/2024,7.2615,7.2262,-0.0353
3/29/2024,7.256,7.2203,-0.0357
4/1/2024,7.2589,7.2305,-0.0284
4/2/2024,7.2538,7.232,-0.0218
4/3/2024,7.2481,7.233,-0.0151
4/4/2024,7.2495,7.233,-0.0165
4/5/2024,7.2463,7.233,-0.0133
4/7/2024,7.2463,7.233,-0.0133
4/8/2024,7.2414,7.2306,-0.0108
4/9/2024,7.2376,7.2316,-0.006
4/10/2024,7.2624,7.234,-0.0284
4/11/2024,7.2544,7.2373,-0.0171
4/12/2024,7.2658,7.2371,-0.0287
4/15/2024,7.2586,7.2378,-0.0208
4/16/2024,7.2625,7.237,-0.0255
4/17/2024,7.2434,7.2384,-0.005
4/18/2024,7.2491,7.2382,-0.0109
4/19/2024,7.249,7.2403,-0.0087
4/22/2024,7.2505,7.243,-0.0075
4/23/2024,7.2596,7.2448,-0.0148
4/24/2024,7.2722,7.246,-0.0262
4/25/2024,7.2541,7.2393,-0.0148
4/26/2024,7.2677,7.2464,-0.0213
4/29/2024,7.2425,7.2318,-0.0107
4/30/2024,7.2541,7.2401,-0.014
5/1/2024,7.2328,7.2401,0.0073
5/2/2024,7.205,7.2401,0.0351
5/3/2024,7.192,7.2401,0.0481
5/6/2024,7.2137,7.2078,-0.0059
5/7/2024,7.2243,7.2181,-0.0062
5/8/2024,7.2287,7.2241,-0.0046
5/9/2024,7.2214,7.2198,-0.0016
5/10/2024,7.2331,7.2261,-0.007
5/13/2024,7.239,7.2326,-0.0064
5/14/2024,7.2386,7.233,-0.0056
5/15/2024,7.2179,7.219,0.0011
5/16/2024,7.2222,7.2181,-0.0041
5/17/2024,7.2331,7.2234,-0.0097
5/20/2024,7.2469,7.2344,-0.0125
5/21/2024,7.2462,7.2376,-0.0086
5/22/2024,7.2532,7.2409,-0.0123
5/23/2024,7.2573,7.2415,-0.0158
5/24/2024,7.262,7.2425,-0.0195
5/27/2024,7.2571,7.244,-0.0131
5/28/2024,7.2632,7.2448,-0.0184
5/29/2024,7.2725,7.2489,-0.0236
5/30/2024,7.2515,7.2318,-0.0197
5/31/2024,7.2619,7.2415,-0.0204
6/3/2024,7.2511,7.242,-0.0091
6/4/2024,7.2466,7.2393,-0.0073
6/5/2024,7.2579,7.2476,-0.0103
6/6/2024,7.2595,7.2447,-0.0148
6/7/2024,7.2625,7.2475,-0.015
6/10/2024,7.2651,7.2475,-0.0176
6/11/2024,7.2709,7.2544,-0.0165
6/12/2024,7.2622,7.238,-0.0242
6/13/2024,7.2702,7.2522,-0.018
6/14/2024,7.2691,7.2557,-0.0134
6/17/2024,7.2691,7.2561,-0.013
6/18/2024,7.27,7.2543,-0.0157
6/19/2024,7.2803,7.2569,-0.0234
6/20/2024,7.2903,7.2604,-0.0299
6/21/2024,7.2895,7.2609,-0.0286
6/24/2024,7.2824,7.2586,-0.0238
6/25/2024,7.2884,7.2629,-0.0255
6/26/2024,7.2995,7.2666,-0.0329
6/27/2024,7.3027,7.2688,-0.0339
6/28/2024,7.2993,7.2672,-0.0321
7/1/2024,7.3041,7.2683,-0.0358
7/2/2024,7.3069,7.2712,-0.0357
7/3/2024,7.3015,7.2699,-0.0316
7/4/2024,7.2919,7.2668,-0.0251
7/5/2024,7.2875,7.268,-0.0195
7/8/2024,7.2852,7.2683,-0.0169
7/9/2024,7.2883,7.2725,-0.0158
7/10/2024,7.2908,7.2759,-0.0149
7/11/2024,7.2667,7.2576,-0.0091
7/12/2024,7.2709,7.25,-0.0209
7/15/2024,7.2738,7.2592,-0.0146
7/16/2024,7.287,7.2685,-0.0185
7/17/2024,7.2714,7.2607,-0.0107
7/18/2024,7.2762,7.26,-0.0162
7/19/2024,7.2839,7.2695,-0.0144
7/22/2024,7.2956,7.2736,-0.022
7/23/2024,7.2875,7.2748,-0.0127
7/24/2024,7.265,7.2625,-0.0025
7/25/2024,7.2399,7.231,-0.0089
7/26/2024,7.2615,7.2502,-0.0113
7/29/2024,7.2707,7.2597,-0.011
7/30/2024,7.2432,7.2511,0.0079
7/31/2024,7.2271,7.2193,-0.0078
8/1/2024,7.2497,7.2441,-0.0056
8/2/2024,7.1629,7.16,-0.0029
8/5/2024,7.1374,7.13,-0.0074
8/6/2024,7.1582,7.1563,-0.0019
8/7/2024,7.1729,7.176,0.0031
8/8/2024,7.1837,7.1747,-0.009
8/9/2024,7.1729,7.166,-0.0069
8/12/2024,7.1774,7.1744,-0.003
8/13/2024,7.1469,7.1551,0.0082
8/14/2024,7.146,7.1382,-0.0078
8/15/2024,7.1784,7.1734,-0.005
8/16/2024,7.1609,7.1644,0.0035
8/19/2024,7.1323,7.1393,0.007
8/20/2024,7.1149,7.132,0.0171
8/21/2024,7.1307,7.1344,0.0037
8/22/2024,7.1454,7.144,-0.0014
8/23/2024,7.1134,7.1244,0.011
8/26/2024,7.1227,7.1212,-0.0015
8/27/2024,7.1196,7.1244,0.0048
8/28/2024,7.1314,7.1245,-0.0069
8/29/2024,7.0946,7.0972,0.0026
8/30/2024,7.0907,7.09,-0.0007
9/2/2024,7.1153,7.117,0.0017
9/3/2024,7.1201,7.1209,0.0008
9/4/2024,7.1119,7.1119,0
9/5/2024,7.0882,7.0921,0.0039
9/6/2024,7.0915,7.0876,-0.0039
9/9/2024,7.1197,7.1133,-0.0064
9/10/2024,7.1349,7.1205,-0.0144
9/11/2024,7.1295,7.1192,-0.0103
9/12/2024,7.1177,7.1172,-0.0005
9/13/2024,7.0971,7.093,-0.0041
9/16/2024,7.0955,7.093,-0.0025
9/17/2024,7.1107,7.093,-0.0177
9/18/2024,7.0942,7.0812,-0.013
9/19/2024,7.0706,7.0675,-0.0031
9/20/2024,7.0406,7.0505,0.0099
9/23/2024,7.06,7.0508,-0.0092
9/24/2024,7.0098,7.0318,0.022
9/25/2024,7.0321,7.0315,-0.0006
9/26/2024,6.9713,7.0106,0.0393
9/27/2024,6.9797,7.011,0.0313
9/29/2024,6.9767,7.011,0.0343
9/30/2024,7.0049,7.0176,0.0127
10/1/2024,7.0279,7.0176,-0.0103
10/2/2024,7.0365,7.0176,-0.0189
10/3/2024,7.0513,7.0176,-0.0337
10/4/2024,7.0952,7.0176,-0.0776
10/7/2024,7.0707,7.0176,-0.0531
10/8/2024,7.0728,7.0595,-0.0133
10/9/2024,7.0926,7.08,-0.0126
10/10/2024,7.0819,7.079,-0.0029
10/11/2024,7.0676,7.0666,-0.001
10/14/2024,7.0951,7.087,-0.0081
10/15/2024,7.1357,7.1194,-0.0163
10/16/2024,7.1353,7.1192,-0.0161
10/17/2024,7.1365,7.1236,-0.0129
10/18/2024,7.1159,7.1015,-0.0144
10/21/2024,7.135,7.1189,-0.0161
10/22/2024,7.1345,7.123,-0.0115
10/23/2024,7.1354,7.1252,-0.0102
10/24/2024,7.1235,7.1194,-0.0041
10/25/2024,7.1339,7.1199,-0.014
10/28/2024,7.1445,7.1254,-0.0191
10/29/2024,7.1427,7.1301,-0.0126
10/30/2024,7.1249,7.115,-0.0099
10/31/2024,7.1211,7.1178,-0.0033
11/1/2024,7.1385,7.1214,-0.0171
11/4/2024,7.1097,7.0995,-0.0102
11/5/2024,7.1013,7.1047,0.0034
11/6/2024,7.2026,7.1782,-0.0244
11/7/2024,7.1487,7.1412,-0.0075
11/8/2024,7.1996,7.1785,-0.0211
11/11/2024,7.2266,7.2139,-0.0127
11/12/2024,7.2425,7.232,-0.0105
11/13/2024,7.2425,7.2245,-0.018
11/14/2024,7.2525,7.2272,-0.0253
11/15/2024,7.2354,7.2309,-0.0045
11/18/2024,7.2246,7.2364,0.0118
11/19/2024,7.2327,7.2385,0.0058
11/20/2024,7.2498,7.2459,-0.0039
11/21/2024,7.2532,7.2368,-0.0164
11/22/2024,7.259,7.2455,-0.0135
11/25/2024,7.2449,7.2395,-0.0054
11/26/2024,7.2563,7.252,-0.0043
11/27/2024,7.2435,7.2458,0.0023
11/28/2024,7.2483,7.244,-0.0043
11/29/2024,7.2472,7.2423,-0.0049
12/2/2024,7.2844,7.2714,-0.013
12/3/2024,7.2985,7.2858,-0.0127
12/4/2024,7.2756,7.2632,-0.0124
12/5/2024,7.2632,7.2592,-0.004
12/6/2024,7.2831,7.27,-0.0131
12/9/2024,7.2663,7.2604,-0.0059
12/10/2024,7.2566,7.25,-0.0066
12/11/2024,7.2785,7.2605,-0.018
12/12/2024,7.2736,7.2685,-0.0051
12/13/2024,7.277,7.2756,-0.0014
12/16/2024,7.2914,7.2836,-0.0078
12/17/2024,7.2869,7.2846,-0.0023
12/18/2024,7.3237,7.2864,-0.0373
12/19/2024,7.3079,7.2965,-0.0114
12/20/2024,7.2906,7.2961,0.0055
12/23/2024,7.307,7.2983,-0.0087
12/24/2024,7.3063,7.2946,-0.0117
12/25/2024,7.301,7.2975,-0.0035
12/26/2024,7.3015,7.2981,-0.0034
12/27/2024,7.2985,7.298,-0.0005
12/30/2024,7.3139,7.2993,-0.0146
12/31/2024,7.3337,7.2993,-0.0344
1/1/2025,7.3317,7.2996,-0.0321
1/2/2025,7.3395,7.2994,-0.0401
1/3/2025,7.3565,7.3199,-0.0366
1/6/2025,7.3458,7.3223,-0.0235
1/7/2025,7.3405,7.3264,-0.0141
1/8/2025,7.3523,7.3316,-0.0207
1/9/2025,7.3541,7.3321,-0.022
1/10/2025,7.3616,7.3326,-0.029
1/13/2025,7.3451,7.3319,-0.0132
1/14/2025,7.3416,7.3311,-0.0105
1/15/2025,7.3482,7.3304,-0.0178
1/16/2025,7.3458,7.3316,-0.0142
1/17/2025,7.3387,7.3249,-0.0138
1/20/2025,7.2611,7.301,0.0399
1/21/2025,7.2652,7.2712,0.006
1/22/2025,7.2811,7.2728,-0.0083
1/23/2025,7.2874,7.288,0.0006
1/24/2025,7.2423,7.244,0.0017
1/26/2025,7.2465,7.244,-0.0025
1/27/2025,7.2503,7.2507,0.0004
1/28/2025,7.2719,7.2507,-0.0212
1/29/2025,7.2628,7.2507,-0.0121
1/30/2025,7.2918,7.2507,-0.0411
1/31/2025,7.3193,7.2507,-0.0686
2/3/2025,7.3097,7.2507,-0.059
2/4/2025,7.2858,7.2507,-0.0351
2/5/2025,7.2808,7.272,-0.0088
2/6/2025,7.2884,7.2883,-0.0001
2/7/2025,7.3019,7.2882,-0.0137
2/10/2025,7.3087,7.3045,-0.0042
2/11/2025,7.3083,7.3072,-0.0011
2/12/2025,7.3089,7.3088,-0.0001
2/13/2025,7.2687,7.2888,0.0201
2/14/2025,7.258,7.253,-0.005
2/17/2025,7.2641,7.2629,-0.0012
2/18/2025,7.2737,7.2786,0.0049
2/19/2025,7.2816,7.2833,0.0017
2/20/2025,7.2336,7.2555,0.0219
2/21/2025,7.2519,7.2501,-0.0018
2/24/2025,7.2516,7.2476,-0.004
2/25/2025,7.2521,7.2512,-0.0009
2/26/2025,7.2635,7.2595,-0.004
2/27/2025,7.2991,7.2853,-0.0138
2/28/2025,7.2927,7.2828,-0.0099
3/3/2025,7.3015,7.2843,-0.0172
3/4/2025,7.2512,7.2651,0.0139
3/5/2025,7.2355,7.2506,0.0151
3/6/2025,7.2423,7.2468,0.0045
3/7/2025,7.2417,7.234,-0.0077
3/10/2025,7.2618,7.2591,-0.0027
3/11/2025,7.2255,7.2278,0.0023
3/12/2025,7.2396,7.2371,-0.0025
3/13/2025,7.2458,7.2439,-0.0019
3/14/2025,7.2356,7.2377,0.0021
3/17/2025,7.225,7.2327,0.0077
3/18/2025,7.227,7.2273,0.0003
3/19/2025,7.2279,7.2301,0.0022
3/20/2025,7.2515,7.2477,-0.0038
3/21/2025,7.2558,7.2486,-0.0072
3/24/2025,7.2623,7.2531,-0.0092
3/25/2025,7.2642,7.2569,-0.0073
3/26/2025,7.2781,7.2675,-0.0106
3/27/2025,7.266,7.2645,-0.0015
3/28/2025,7.2685,7.2628,-0.0057
3/31/2025,7.2648,7.2567,-0.0081
4/1/2025,7.2803,7.2697,-0.0106
4/2/2025,7.2941,7.2675,-0.0266
4/3/2025,7.2784,7.2813,0.0029
4/4/2025,7.294,7.2813,-0.0127
4/7/2025,7.3439,7.3081,-0.0358
4/8/2025,7.4242,7.3388,-0.0854
4/9/2025,7.3429,7.3499,0.007
4/10/2025,7.3105,7.314,0.0035
4/11/2025,7.2788,7.2916,0.0128
4/14/2025,7.3115,7.3119,0.0004
4/15/2025,7.3272,7.3151,-0.0121
4/16/2025,7.2976,7.3053,0.0077
4/17/2025,7.3003,7.299,-0.0013
4/18/2025,7.302,7.2995,-0.0025
4/21/2025,7.292,7.2914,-0.0006
4/22/2025,7.3105,7.3118,0.0013
4/23/2025,7.284,7.286,0.002
4/24/2025,7.2867,7.2879,0.0012
4/25/2025,7.2872,7.2864,-0.0008
4/27/2025,7.2871,7.2864,-0.0007
4/28/2025,7.284,7.2942,0.0102
4/29/2025,7.2677,7.269,0.0013
4/30/2025,7.2679,7.2706,0.0027
5/1/2025,7.2764,7.2706,-0.0058
5/2/2025,7.2108,7.2706,0.0598
5/5/2025,7.2005,7.2706,0.0701
5/6/2025,7.2101,7.2164,0.0063
5/7/2025,7.2274,7.225,-0.0024
5/8/2025,7.2423,7.234,-0.0083
5/9/2025,7.2388,7.2364,-0.0024
5/12/2025,7.1983,7.2018,0.0035
5/13/2025,7.1955,7.2057,0.0102
5/14/2025,7.2102,7.208,-0.0022
5/15/2025,7.204,7.2067,0.0027
5/16/2025,7.2083,7.209,0.0007
5/19/2025,7.2136,7.2144,0.0008
5/20/2025,7.2137,7.2194,0.0057
5/21/2025,7.2032,7.2019,-0.0013
5/22/2025,7.2043,7.2037,-0.0006
5/23/2025,7.1707,7.1798,0.0091
5/26/2025,7.1758,7.1865,0.0107
5/27/2025,7.1909,7.195,0.0041
5/28/2025,7.192,7.1941,0.0021
5/29/2025,7.188,7.1855,-0.0025
5/30/2025,7.204,7.1991,-0.0049
6/2/2025,7.2081,7.1991,-0.009
6/3/2025,7.1907,7.1872,-0.0035
6/4/2025,7.1705,7.1844,0.0139
6/5/2025,7.1743,7.175,0.0007
6/6/2025,7.1871,7.1886,0.0015
6/9/2025,7.182,7.1802,-0.0018
6/10/2025,7.1878,7.187,-0.0008
6/11/2025,7.1975,7.1928,-0.0047
6/12/2025,7.1729,7.1726,-0.0003
6/13/2025,7.1874,7.181,-0.0064
6/16/2025,7.183,7.179,-0.004
6/17/2025,7.1906,7.1845,-0.0061
6/18/2025,7.1934,7.1888,-0.0046
6/19/2025,7.1854,7.188,0.0026
6/20/2025,7.1772,7.1785,0.0013
6/23/2025,7.1752,7.179,0.0038
6/24/2025,7.1637,7.1713,0.0076
6/25/2025,7.1704,7.1764,0.006
6/26/2025,7.1625,7.1671,0.0046
6/27/2025,7.1711,7.1721,0.001
6/30/2025,7.1562,7.1636,0.0074
7/1/2025,7.1595,7.1647,0.0052
7/2/2025,7.1598,7.1649,0.0051
7/3/2025,7.1691,7.1684,-0.0007
7/4/2025,7.1614,7.1645,0.0031
7/7/2025,7.1787,7.1744,-0.0043
7/8/2025,7.1798,7.1738,-0.006
7/9/2025,7.182,7.18,-0.002
7/10/2025,7.1769,7.1748,-0.0021
7/11/2025,7.1723,7.1681,-0.0042
7/14/2025,7.1711,7.167,-0.0041
7/15/2025,7.1826,7.1729,-0.0097
7/16/2025,7.1792,7.1791,-0.0001
7/17/2025,7.1836,7.1832,-0.0004
7/18/2025,7.1802,7.1776,-0.0026
7/21/2025,7.1702,7.176,0.0058
7/22/2025,7.1691,7.1748,0.0057
7/23/2025,7.1513,7.1599,0.0086
7/24/2025,7.1522,7.1541,0.0019
7/25/2025,7.1662,7.1679,0.0017
7/28/2025,7.1811,7.1778,-0.0033
7/29/2025,7.1801,7.1769,-0.0032
7/30/2025,7.2105,7.1934,-0.0171
7/31/2025,7.2074,7.2002,-0.0072
8/1/2025,7.1881,7.2116,0.0235
8/4/2025,7.1829,7.178,-0.0049
8/5/2025,7.1882,7.1834,-0.0048
8/6/2025,7.1841,7.1822,-0.0019
8/7/2025,7.18,7.181,0.001
8/8/2025,7.1886,7.1839,-0.0047
8/11/2025,7.1957,7.1881,-0.0076
8/12/2025,7.1839,7.1785,-0.0054
8/13/2025,7.181,7.1744,-0.0066
8/14/2025,7.1805,7.1795,-0.001
8/15/2025,7.1872,7.1817,-0.0055
8/18/2025,7.1873,7.1846,-0.0027
8/19/2025,7.1864,7.1819,-0.0045
8/20/2025,7.1813,7.1757,-0.0056
8/21/2025,7.1817,7.1801,-0.0016
8/22/2025,7.1694,7.1651,-0.0043
8/25/2025,7.1578,7.151,-0.0068
8/26/2025,7.1528,7.152,-0.0008
8/27/2025,7.1511,7.1536,0.0025
8/28/2025,7.1189,7.1306,0.0117
8/29/2025,7.1207,7.1304,0.0097
9/1/2025,7.1339,7.1376,0.0037
9/2/2025,7.1376,7.139,0.0014
9/3/2025,7.1386,7.1415,0.0029
9/4/2025,7.1363,7.1414,0.0051
9/5/2025,7.1247,7.1325,0.0078
9/8/2025,7.1208,7.1292,0.0084
9/9/2025,7.123,7.1209,-0.0021
9/10/2025,7.1186,7.1207,0.0021
9/11/2025,7.1114,7.1184,0.007
9/12/2025,7.1228,7.1242,0.0014
9/15/2025,7.118,7.1186,0.0006
9/16/2025,7.1035,7.1142,0.0107
9/17/2025,7.1008,7.1033,0.0025
9/18/2025,7.108,7.1121,0.0041
9/19/2025,7.1185,7.1151,-0.0034
9/22/2025,7.1154,7.114,-0.0014
9/23/2025,7.1129,7.1116,-0.0013
9/24/2025,7.137,7.1315,-0.0055
9/25/2025,7.1448,7.1338,-0.011
9/26/2025,7.141,7.1328,-0.0082
9/29/2025,7.129,7.1194,-0.0096
9/30/2025,7.1283,7.119,-0.0093
10/1/2025,7.127,7.119,-0.008
10/2/2025,7.1304,7.119,-0.0114
10/3/2025,7.1345,7.119,-0.0155
10/6/2025,7.1417,7.119,-0.0227
10/7/2025,7.1445,7.119,-0.0255
10/8/2025,7.1495,7.119,-0.0305
10/9/2025,7.1375,7.1275,-0.01
10/10/2025,7.1468,7.134,-0.0128
10/13/2025,7.1374,7.132,-0.0054
10/14/2025,7.14,7.1384,-0.0016
10/15/2025,7.1294,7.1262,-0.0032
10/16/2025,7.1234,7.123,-0.0004
10/17/2025,7.1252,7.1264,0.0012
10/20/2025,7.1233,7.1196,-0.0037
10/21/2025,7.1262,7.1218,-0.0044
10/22/2025,7.1247,7.1257,0.001
10/23/2025,7.1237,7.1221,-0.0016
10/24/2025,7.1253,7.1211,-0.0042
10/27/2025,7.1081,7.1102,0.0021
10/28/2025,7.0949,7.0989,0.004
10/29/2025,7.0961,7.098,0.0019
10/30/2025,7.11,7.1097,-0.0003
10/31/2025,7.1207,7.1169,-0.0038
11/3/2025,7.1246,7.1201,-0.0045
11/4/2025,7.1332,7.1295,-0.0037
11/5/2025,7.1306,7.126,-0.0046
11/6/2025,7.1202,7.1187,-0.0015
11/7/2025,7.1236,7.1219,-0.0017
11/10/2025,7.121,7.1193,-0.0017
11/11/2025,7.1218,7.1168,-0.005
11/12/2025,7.1115,7.112,0.0005
11/13/2025,7.0961,7.0951,-0.001
11/14/2025,7.098,7.0992,0.0012
11/17/2025,7.107,7.1074,0.0004
11/18/2025,7.1091,7.1074,-0.0017
11/19/2025,7.1163,7.1106,-0.0057
11/20/2025,7.1168,7.116,-0.0008
11/21/2025,7.105,7.1066,0.0016
11/24/2025,7.105,7.102,-0.003
11/25/2025,7.0816,7.0845,0.0029
11/26/2025,7.0682,7.0758,0.0076
11/27/2025,7.0732,7.079,0.0058
11/28/2025,7.0699,7.075,0.0051
12/1/2025,7.0711,7.0717,0.0006
12/2/2025,7.066,7.07,0.004
12/3/2025,7.0566,7.0636,0.007
12/4/2025,7.0703,7.0714,0.0011
12/5/2025,7.0676,7.0696,0.002
12/8/2025,7.0705,7.071,0.0005
12/9/2025,7.0593,7.0633,0.004
12/10/2025,7.0595,7.064,0.0045
12/11/2025,7.0508,7.0579,0.0071
12/12/2025,7.0518,7.0548,0.003
12/15/2025,7.0424,7.0472,0.0048
12/16/2025,7.0345,7.0417,0.0072
12/17/2025,7.0394,7.0434,0.004
12/18/2025,7.032,7.0411,0.0091
12/19/2025,7.0324,7.0408,0.0084
12/22/2025,7.0298,7.0366,0.0068
12/23/2025,7.018,7.028,0.01
12/24/2025,7.0065,7.0142,0.0077
12/25/2025,6.9973,7.0058,0.0085
12/26/2025,7.0017,7.0063,0.0046
12/29/2025,6.9969,7.0056,0.0087
12/30/2025,6.9913,6.9961,0.0048
12/31/2025,6.9756,6.9931,0.0175
1/1/2026,6.9773,6.9931,0.0158
1/2/2026,6.9686,6.9931,0.0245
1/5/2026,6.9818,6.988,0.0062
1/6/2026,6.9795,6.9834,0.0039
1/7/2026,6.993,6.9965,0.0035
1/8/2026,6.9814,6.9835,0.0021
1/9/2026,6.9738,6.9772,0.0034
1/12/2026,6.968,6.973,0.005
1/13/2026,6.972,6.9775,0.0055
1/14/2026,6.9703,6.973,0.0027
1/15/2026,6.9621,6.966,0.0039
1/16/2026,6.9662,6.9681,0.0019
1/19/2026,6.9559,6.9634,0.0075
1/20/2026,6.9536,6.9599,0.0063
1/21/2026,6.9588,6.9637,0.0049
1/22/2026,6.9631,6.9726,0.0095
1/23/2026,6.9472,6.9631,0.0159
1/26/2026,6.9479,6.9542,0.0063
1/27/2026,6.9319,6.9545,0.0226
1/28/2026,6.9428,6.9462,0.0034
1/29/2026,6.9443,6.948,0.0037
1/30/2026,6.9577,6.951,-0.0067
2/2/2026,6.9412,6.9463,0.0051
2/3/2026,6.9337,6.9377,0.004
2/4/2026,6.9402,6.9415,0.0013
2/5/2026,6.9401,6.9378,-0.0023
2/6/2026,6.9288,6.9388,0.01
2/9/2026,6.9144,6.922,0.0076
2/10/2026,6.912,6.9106,-0.0014
2/11/2026,6.9076,6.9125,0.0049
2/12/2026,6.897,6.901,0.004
2/13/2026,6.8987,6.908,0.0093
2/16/2026,6.8822,6.908,0.0258
2/17/2026,6.883,6.908,0.025
2/18/2026,6.8905,6.908,0.0175
2/19/2026,6.8992,6.908,0.0088
2/20/2026,6.8961,6.908,0.0119
2/23/2026,6.8888,6.908,0.0192
2/24/2026,6.8785,6.883,0.0045
2/25/2026,6.8542,6.8692,0.015
2/26/2026,6.8423,6.8409,-0.0014
2/27/2026,6.8599,6.8579,-0.002
3/2/2026,6.9002,6.8821,-0.0181
3/3/2026,6.9163,6.8996,-0.0167
3/4/2026,6.8925,6.8969,0.0044
3/5/2026,6.9168,6.8912,-0.0256
3/6/2026,6.9047,6.8965,-0.0082
3/9/2026,6.885,6.9066,0.0216
3/10/2026,6.8798,6.8766,-0.0032
3/11/2026,6.8755,6.8655,-0.01
3/12/2026,6.8801,6.8689,-0.0112
3/13/2026,6.9045,6.8961,-0.0084
3/16/2026,6.8869,6.8955,0.0086
3/17/2026,6.8807,6.8863,0.0056
3/18/2026,6.9007,6.8726,-0.0281
3/19/2026,6.8783,6.8998,0.0215
3/20/2026,6.9049,6.8857,-0.0192
3/23/2026,6.8834,6.8807,-0.0027
3/24/2026,6.891,6.8918,0.0008
3/25/2026,6.9018,6.9011,-0.0007
